EAN;KOD;Regał;Półka;Data przyjęcia;Data ważności;STAN
5901902002022;;A;5;28.07.2025;01.04.2028;1
5901902002169;;T;1;31.03.2025;01.01.2028;1
5901902002404;;B;4;08.09.2025;01.03.2028;3
5901902002480;;T;2;14.08.2025;01.02.2028;1
5901902003678;;R;3;28.08.2025;01.05.2028;1
5901902004552;;S;2;08.09.2025;19.06.2028;1
5901902004569;;A;1;02.06.2025;01.09.2027;1
5901902004583;;S;4;08.09.2025;17.06.2028;1
5901902004729;;W;2;14.08.2025;15.04.2028;1
5901902004750;;U;5;08.09.2025;22.04.2028;1
5901902008505;;A;2;11.08.2025;01.04.2028;2
5902020781783;;F;4;11.08.2025;01.06.2026;1
5902020901747;;Y;2;28.08.2025;01.02.2027;1
5902020901990;;S;3;14.08.2025;16.09.2027;1
5902150665847;;E;2;14.06.2024;05.02.2029;1
5902175860197;;B;2;01.09.2025;30.06.2026;2
5902175861446;;W;2;28.08.2025;01.05.2026;1
5902175865802;;K;7;04.08.2025;12.08.2025;1
5902175866076;;M;2;08.09.2025;31.12.2027;1
5902175866106;;H;4;14.07.2025;01.12.2027;1
5902175866458;;J;2;28.08.2025;01.08.2026;5
5902175869961;;U;5;08.09.2025;13.03.2026;1
5902194543125;;W;4;21.07.2025;01.05.2027;1
5902367400040;;S;2;23.06.2025;01.04.2026;1
5902367400385;;U;5;16.06.2025;01.06.2026;2
5902367401184;;R;5;28.08.2025;01.06.2026;2
5902367401566;;I;4;26.05.2025;25.08.2025;1
5902367401764;;U;1;28.08.2025;01.04.2026;5
5902367401849;;C;4;21.07.2025;01.02.2026;1
5902367401887;;A;3;26.05.2025;01.12.2025;1
5902367401979;;H;5;28.08.2025;01.03.2026;1
5902367402112;;X;4;30.06.2025;01.10.2027;1
5902367402129;;J;1;10.02.2025;01.09.2027;3
5902367402426;;J;4;11.08.2025;01.12.2026;3
5902367402525;;L;1;19.05.2025;01.09.2026;1
5902367402884;;J;5;28.07.2025;01.11.2026;2
5902367402921;;C;6;14.07.2025;01.10.2026;1
5902367403409;;S;3;11.08.2025;01.02.2026;1
5902367403560;;M;1;07.04.2025;01.01.2026;1
5902367403584;;X;5;30.06.2025;01.03.2026;2
5902367403706;;X;5;30.06.2025;01.01.2026;2
5902367404826;;O;5;14.07.2025;01.02.2027;1
5902367404826;;R;2;28.07.2025;01.02.2027;2
5902367404864;;P;2;08.09.2025;20.03.2026;3
5902367404888;;J;2;07.07.2025;01.03.2026;1
5902367405311;;T;3;21.07.2025;01.06.2027;4
5902367406011;;W;2;14.08.2025;01.03.2026;3
5902367406110;;L;2;07.07.2025;01.11.2026;6
5902367406219;;O;5;21.07.2025;01.04.2026;18
5902367406233;;U;2;08.09.2025;01.04.2026;8
5902367406257;;R;4;02.06.2025;01.10.2025;5
5902367406356;;B;4;22.04.2025;01.11.2026;1
5902367406639;;F;4;07.04.2025;01.12.2025;1
5902367406912;;T;1;09.12.2024;01.01.2026;1
5902367407018;;F;1;14.08.2025;01.03.2026;5
5902367407476;;Y;2;28.08.2025;01.11.2023;2
5902367407513;;E;7;28.08.2025;01.01.2026;2
5902367407537;;E;6;14.08.2025;30.01.2026;8
5902367407551;;E;7;14.08.2025;30.12.2025;9
5902367407612;;N;5;14.07.2025;01.11.2025;7
5902367407834;;E;6;14.08.2025;28.02.2026;8
5902367407841;;E;6;14.07.2025;01.01.2026;7
5902367408060;;L;3;31.03.2025;01.08.2026;1
5902367408060;;R;4;31.03.2025;01.08.2026;1
5902367408589;;F;4;24.03.2025;01.12.2025;1
5902367408701;;Y;4;02.06.2025;01.04.2027;1
5902367408909;;I;1;08.09.2025;30.06.2026;7
5902367408923;;I;2;28.08.2025;01.10.2026;7
5902367408947;;A;5;28.07.2025;01.01.2026;1
5902367408961;;W;1;30.06.2025;01.02.2026;2
5902367409203;;A;3;08.09.2025;07.07.2027;4
5902367409227;;P;1;21.07.2025;01.05.2027;2
5902367409227;;A;3;21.07.2025;01.05.2027;1
5902367409227;;E;1;04.08.2025;01.05.2027;1
5902367409753;;A;6;11.08.2025;01.04.2026;3
5902367410001;;H;4;04.08.2025;01.10.2026;36
5902425050040;;U;5;19.05.2025;01.08.2026;1
5902425050248;;L;2;16.09.2024;01.01.2026;1
5902425050248;;I;4;23.09.2024;01.01.2026;1
5902425050286;;U;6;28.07.2025;01.05.2027;4
5902425050293;;A;3;22.04.2025;01.01.2027;1
5902425050675;;O;1;04.08.2025;01.01.2026;1
5902425050927;;F;2;14.08.2025;26.10.2025;1
5902425050934;;A;7;14.08.2025;30.06.2026;1
5902425050941;;S;5;08.09.2025;31.05.2026;1
5902425050958;;Y;3;23.06.2025;01.05.2026;2
5902425050965;;U;1;02.06.2025;01.05.2026;1
5902425050965;;U;1;02.06.2025;01.05.2026;1
5902425050989;;T;1;04.08.2025;01.10.2025;1
5902425051030;;P;2;14.04.2025;01.12.2025;1
5902425051078;;C;3;07.07.2025;01.11.2026;1
5902425051146;;W;3;28.08.2025;01.10.2026;2
5902425051153;;X;3;11.08.2025;01.05.2026;1
5902425051160;;L;3;11.08.2025;01.10.2025;3
5902425055496;;X;1;28.08.2025;01.02.2026;2
5902425055908;;M;2;28.07.2025;01.05.2026;2
5902425055915;;S;5;11.08.2025;01.05.2026;2
5902425514726;;C;3;12.05.2025;01.06.2026;1
5902431590738;;O;2;08.09.2025;23.12.2025;2
5902431591902;;X;3;28.08.2025;01.12.2025;1
5902431592091;;U;4;08.09.2025;03.12.2025;1
5902431592145;;U;5;08.09.2025;24.11.2025;2
5902431592732;;P;2;08.09.2025;09.12.2025;1
5902448162737;;A;1;14.08.2025;01.08.2026;1
5902448165097;;Y;2;14.04.2025;01.08.2026;1
5902448165097;;U;3;02.06.2025;01.08.2026;2
5902448169293;;I;3;09.06.2025;01.07.2026;1
5902479610313;;K;4;14.07.2025;01.03.2027;1
5902488060024;;F;3;04.08.2025;01.04.2026;1
5902488061267;;U;5;08.09.2025;25.06.2026;1
5902488064466;;A;2;30.06.2025;01.11.2027;1
5902488066101;;G;4;28.08.2025;01.05.2026;4
5902488066118;;U;2;28.08.2025;01.05.2026;1
5902488069027;;X;3;01.09.2025;30.06.2026;1
5902537540323;;I;5;04.08.2025;01.11.2025;2
5902537540484;;B;3;30.04.2025;01.08.2026;1
5902537541290;;K;1;12.05.2025;01.04.2027;1
5902537541665;;Y;2;28.07.2025;01.11.2025;1
5902537542327;;H;3;08.09.2025;02.04.2026;1
5902537542693;;N;4;14.04.2025;01.08.2026;1
5902537542747;;J;3;11.08.2025;01.11.2026;2
5902560390643;;K;4;31.03.2025;01.01.2026;1
5902560390643;;B;1;07.04.2025;01.01.2026;1
5902560392173;;N;1;03.02.2025;01.10.2025;3
5902565210939;;L;4;24.03.2025;01.03.2026;1
5902565214371;;G;4;03.02.2025;01.09.2025;1
5902565214388;;S;4;23.06.2025;01.04.2026;1
5902565214944;;N;3;28.07.2025;01.05.2027;1
5902565216290;;F;5;22.04.2025;01.02.2026;1
5902565216306;;Y;4;02.06.2025;01.11.2025;1
5902565216511;;B;6;08.09.2025;17.07.2026;1
5902565216597;;C;2;30.04.2025;01.02.2026;1
5902565216740;;U;5;14.07.2025;01.04.2026;1
5902565216771;;C;4;26.05.2025;01.04.2026;1
5902565216795;;T;3;28.08.2025;01.04.2026;5
5902565216801;;G;2;17.03.2025;01.10.2025;1
5902565216962;;F;6;29.11.2024;01.09.2025;1
5902565217075;;A;6;30.12.2024;01.11.2025;1
5902565217396;;A;1;30.06.2025;01.03.2026;1
5902581101266;;E;5;14.06.2024;09.02.2029;2
5902581617620;;U;3;08.09.2025;03.07.2027;1
5902581617774;;X;1;28.07.2025;01.12.2025;1
5902581617781;;A;5;03.03.2025;01.12.2026;2
5902581618122;;U;1;12.05.2025;01.03.2026;3
5902581618238;;N;4;30.04.2025;01.12.2026;1
5902581618634;;A;5;30.04.2025;01.03.2027;1
5902596076467;;Y;2;28.07.2025;01.05.2027;1
5902596076535;;K;3;22.03.2025;01.08.2026;1
5902596171780;;B;1;21.07.2025;01.02.2026;1
5902596171780;;B;4;21.07.2025;01.02.2026;1
5902596496555;;F;3;26.05.2025;01.03.2027;1
5902596634391;;O;4;02.06.2025;01.04.2026;1
5902605414068;;U;5;08.09.2025;31.05.2026;1
5902605415362;;M;4;16.12.2024;01.11.2026;1
5902605417861;;M;2;02.06.2025;01.06.2026;1
5902609001042;;P;4;16.12.2024;01.10.2025;1
5902609001059;;I;2;13.01.2025;01.10.2025;5
5902609001516;;T;2;21.10.2024;01.09.2025;2
5902609001516;;J;4;29.11.2024;01.10.2025;9
5902609001622;;U;1;24.02.2025;01.11.2025;8
5902650272224;;U;2;08.09.2025;12.07.2026;2
5902650273825;;A;1;30.06.2025;01.07.2026;1
5902650274075;;U;2;28.08.2025;01.10.2025;1
5902650275607;;M;2;14.07.2025;01.02.2028;2
5902650275607;;M;1;11.08.2025;01.02.2026;12
5902650275607;;R;3;11.08.2025;01.02.2026;12
5902650275614;;P;5;28.08.2025;01.07.2026;13
5902650275621;;F;7;04.08.2025;01.12.2026;12
5902650275621;;N;1;28.08.2025;01.12.2026;12
5902650275638;;I;2;28.07.2025;01.03.2026;4
5902650275638;;U;3;28.08.2025;01.03.2026;1
5902650276178;;A;6;04.11.2024;01.12.2026;1
5902650278110;;U;2;14.08.2025;23.04.2026;1
5902650278257;;O;4;21.07.2025;01.04.2026;4
5902650278257;;F;1;11.08.2025;01.04.2026;4
5902687150236;;X;2;01.09.2025;01.09.2027;1
5902693121237;;Y;5;14.04.2025;01.11.2026;4
5902693122609;;K;4;22.03.2025;01.01.2026;1
5902706731897;;W;3;16.06.2025;01.04.2028;1
5902741000125;;Y;4;18.04.2025;01.03.2026;1
5902741000323;;F;2;20.01.2025;01.10.2026;1
5902741000323;;B;2;17.02.2025;01.10.2026;1
5902741000392;;S;3;28.08.2025;01.05.2027;3
5902741000507;;J;5;28.08.2025;01.05.2027;1
